INCIDENT INFO,DESCRIPTION,START_DT,MODIFIED_DT,QUADRANT,Longitude,Latitude,Count,id,Point
 52 Street and Auburn Bay Drive SE ,Traffic incident.,11/8/2025 0:37,11/7/2025 18:26,SE,-113.9446378,50.89944699,1,2025-11-08T00:37:2550.89944698819359-113.94463780967071,POINT (-113.94463780967071 50.89944698819359)
 45 Avenue and 37 Street SW ,Traffic incident.,11/8/2025 0:36,11/7/2025 17:59,SW,-114.1412511,51.01448031,1,2025-11-08T00:36:4651.01448031249978-114.14125109915868,POINT (-114.14125109915868 51.01448031249978)
 Eastbound Beddington Trail and Hidden Valley Li NW ,Traffic incident.,11/8/2025 0:30,11/7/2025 19:05,NW,-114.1069507,51.15388126,1,2025-11-08T00:30:2951.15388125867057-114.10695067525559,POINT (-114.10695067525559 51.15388125867057)
 Southbound Deerfoot Trail after 17 Avenue SE ,Stalled vehicle.  Blocking the left lane,11/8/2025 0:01,11/7/2025 17:18,SE,-113.9978978,51.03026647,1,2025-11-08T00:01:2351.0302664742633-113.99789776043067,POINT (-113.99789776043067 51.0302664742633)
 Southbound Crowchild Trail and 50 Avenue SW ,Traffic incident. Blocking the right lanes,11/7/2025 22:40,11/7/2025 17:39,SW,-114.1180632,51.01063144,1,2025-11-07T22:40:0751.010631442777395-114.1180632076333,POINT (-114.1180632076333 51.010631442777395)
 25 Avenue and Erlton Street SW ,Traffic incident.,11/7/2025 22:34,11/7/2025 16:31,SW,-114.0625972,51.03047151,1,2025-11-07T22:34:4951.03047150660814-114.06259718329606,POINT (-114.06259718329606 51.03047150660814)
 52 Street and Auburn Bay Avenue SE ,Traffic incident. Blocking the SB and EB right lane,11/7/2025 22:29,11/7/2025 16:40,SE,-113.9431653,50.89103967,1,2025-11-07T22:29:2050.89103967361006-113.94316529317004,POINT (-113.94316529317004 50.89103967361006)
 Southbound Deerfoot Trail approaching Glenmore Trail SE ,Two vehicle incident. Blocking the right lane,11/7/2025 21:14,11/7/2025 15:53,SE,-114.0327952,50.99941076,1,2025-11-07T21:14:3950.999410764243024-114.03279524083202,POINT (-114.03279524083202 50.999410764243024)
 Montgomery Vw and Shaganappi Trail NW ,Traffic incident.,11/7/2025 20:09,11/7/2025 15:45,NW,-114.1492144,51.06337339,1,2025-11-07T20:09:0651.06337339114564-114.1492143804043,POINT (-114.1492143804043 51.06337339114564)
 Eastbound 5 Avenue and Centre Street S ,Two vehicle incident. Blocking the left lane,11/7/2025 16:12,11/7/2025 9:14,SW,-114.0627997,51.04838841,1,2025-11-07T16:12:3051.048388405184035-114.06279974451024,POINT (-114.06279974451024 51.048388405184035)
 Southbound James Mckevitt Road and 162 Avenue SW ,Traffic incident. Blocking the right lane,11/7/2025 12:31,11/7/2025 5:34,SW,-114.0995345,50.90533739,1,2025-11-07T12:31:5750.90533739429133-114.09953451847962,POINT (-114.09953451847962 50.90533739429133)
 52 Street and McKenzie Towne Drive SE ,Traffic incident.,11/7/2025 6:11,11/6/2025 23:13,SE,-113.9523122,50.9125802,1,2025-11-07T06:11:3850.91258019562617-113.9523122341978,POINT (-113.9523122341978 50.91258019562617)
 Glenmore Trail and Barlow Trail SE ,Multi-vehicle incident. Blocking the EB lanes,11/7/2025 6:03,11/6/2025 23:13,NW,-113.9813995,50.97868597,1,2025-11-07T06:03:0350.97868596812943-113.98139946936128,POINT (-113.98139946936128 50.97868596812943)
 University Drive and 13 Avenue NW ,Traffic incident.,11/7/2025 3:31,11/6/2025 20:33,NW,-114.1198592,51.06442175,1,2025-11-07T03:31:5551.06442175460797-114.11985919600026,POINT (-114.11985919600026 51.06442175460797)
 John Laurie Boulevard and 53 Street NW ,Traffic incident.,11/7/2025 2:31,11/6/2025 19:32,NW,-114.1546429,51.11514217,1,2025-11-07T02:31:1751.115142169908836-114.154642935575,POINT (-114.154642935575 51.115142169908836)
 Bow Bottom Trail and Deerfoot Trail SE ,Traffic incident.,11/7/2025 1:55,11/6/2025 19:32,SE,-114.0258071,50.95117312,1,2025-11-07T01:55:1150.95117311823456-114.02580711216484,POINT (-114.02580711216484 50.95117311823456)
 Northbound Deerfoot Trail and 64 Avenue NE ,Multi-vehicle incident. Blocking the right lane,11/7/2025 1:49,11/6/2025 19:08,NE,-114.0492724,51.11064861,1,2025-11-07T01:49:5651.110648607939126-114.04927238291512,POINT (-114.04927238291512 51.110648607939126)
 50 Avenue and 47 Street NE ,Traffic incident.,11/7/2025 1:31,11/6/2025 19:08,NE,-113.9660127,51.09834399,1,2025-11-07T01:31:4151.09834399309971-113.96601273557623,POINT (-113.96601273557623 51.09834399309971)
 Northbound Deerfoot Trail and McKnight Blvd NE ,Two vehicle incident. Blocking the right lane,11/7/2025 1:10,11/6/2025 18:20,NE,-114.0478139,51.09614748,1,2025-11-07T01:10:1051.09614747992273-114.04781390753715,POINT (-114.04781390753715 51.09614747992273)
 Saddleridge Drive and Saddleridge Cl NE ,Traffic incident.,11/7/2025 1:10,11/6/2025 18:50,NE,-113.9523887,51.13137333,1,2025-11-07T01:10:0951.13137332742169-113.95238870440735,POINT (-113.95238870440735 51.13137332742169)
 Westbound 16 Avenue and 4 Street NW ,Traffic incident.  Blocking the right lane,11/7/2025 0:47,11/6/2025 17:54,NW,-114.0715976,51.06683752,1,2025-11-07T00:47:3751.06683752441616-114.07159759998385,POINT (-114.07159759998385 51.06683752441616)
 Sunridge Boulevard and 32 Street NE ,Traffic incident.,11/7/2025 0:44,11/6/2025 18:50,NE,-113.9886923,51.07580832,1,2025-11-07T00:44:4751.07580832132459-113.9886922880247,POINT (-113.9886922880247 51.07580832132459)
 John Laurie Boulevard and 19 Street NW ,Traffic incident.,11/7/2025 0:43,11/6/2025 18:59,NW,-114.1066492,51.09216485,1,2025-11-07T00:43:2551.09216485435434-114.1066492345178,POINT (-114.1066492345178 51.09216485435434)
 Sarcee Trail and 144 Avenue NW ,Traffic incident.,11/7/2025 0:35,11/6/2025 17:54,NW,-114.1761523,51.18311083,1,2025-11-07T00:35:5251.18311082868298-114.17615226754268,POINT (-114.17615226754268 51.18311082868298)
 Southbound Deerfoot Trail approaching Ogden Road SE ,Traffic incident. Blocking the right lane,11/7/2025 0:33,11/6/2025 17:36,SE,-114.0104689,51.01033876,1,2025-11-07T00:33:4251.01033875753449-114.0104689409662,POINT (-114.0104689409662 51.01033875753449)
 Southbound Deerfoot Trail ramp to Peigan Trail SE ,Traffic incident.  Ramp partially blocked,11/7/2025 0:33,11/6/2025 18:20,SE,-114.0021129,51.02165455,1,2025-11-07T00:33:4251.0216545511402-114.00211292394454,POINT (-114.00211292394454 51.0216545511402)
 Southbound Crowchild Trail and 16 Avenue NW ,Traffic incident.,11/7/2025 0:11,11/6/2025 17:36,NW,-114.1180476,51.06735092,1,2025-11-07T00:11:3751.067350915631074-114.11804764395774,POINT (-114.11804764395774 51.067350915631074)
 Southbound 8 Street and 13 Avenue SW ,Traffic incident.  Blocking the right lane,11/6/2025 23:59,11/6/2025 17:36,SW,-114.0815695,51.04093996,1,2025-11-06T23:59:3051.04093996472529-114.0815695338777,POINT (-114.0815695338777 51.04093996472529)
 48 Street and 32 Avenue NW ,Traffic incident.,11/6/2025 23:14,11/6/2025 17:13,NW,-114.159916,51.08146494,1,2025-11-06T23:14:5051.08146494261933-114.15991600364887,POINT (-114.15991600364887 51.08146494261933)
 5 Avenue and 19 Street NW ,There is an incident involving a pedestrian- EMS on site.,11/6/2025 23:13,11/6/2025 17:48,NW,-114.1055187,51.05734674,1,2025-11-06T23:13:2151.05734674155534-114.10551864999657,POINT (-114.10551864999657 51.05734674155534)
 130 Avenue and 50 Street SE ,There is an incident involving a pedestrian- EMS Dispatched.,11/6/2025 23:03,11/6/2025 16:19,SE,-113.9625464,50.93199047,1,2025-11-06T23:03:2250.931990474952116-113.96254643630154,POINT (-113.96254643630154 50.931990474952116)
 Saddletowne Circle south of 80 Avenue NE ,Traffic incident.,11/6/2025 23:02,11/6/2025 16:50,NE,-113.9473286,51.12344107,1,2025-11-06T23:02:3451.12344106644393-113.9473285944639,POINT (-113.9473285944639 51.12344106644393)
 Southbound 52 Street and Rundlehorn Drive NE ,Two vehicle incident. Blocking multiple lanes,11/6/2025 22:45,11/6/2025 16:19,NE,-113.958504,51.07167452,1,2025-11-06T22:45:3651.07167451687124-113.95850399876483,POINT (-113.95850399876483 51.07167451687124)
 Southland Drive and 5 Street SE ,There is an incident involving a pedestrian- EMS on site.,11/6/2025 22:03,11/6/2025 16:05,SE,-114.0522924,50.96399011,1,2025-11-06T22:03:1050.963990109927565-114.05229240805043,POINT (-114.05229240805043 50.963990109927565)
 Westbound Memorial Drive and Deerfoot Trail SE ,Traffic incident. Blocking multiple lanes,11/6/2025 21:10,11/6/2025 15:06,SE,-114.019786,51.04874251,1,2025-11-06T21:10:3651.0487425136438-114.01978602541999,POINT (-114.01978602541999 51.0487425136438)
 Southbound 1 Street and 9 Avenue SW ,Traffic incident. Blocking the left lane,11/6/2025 20:23,11/6/2025 13:24,SW,-114.0655698,51.04468051,1,2025-11-06T20:23:0151.04468050739196-114.06556984652744,POINT (-114.06556984652744 51.04468050739196)
 Southbound 36 Street and 8 Avenue SE ,Two vehicle incident. Blocking the right lane,11/6/2025 19:27,11/6/2025 12:31,SE,-113.9816095,51.04514316,1,2025-11-06T19:27:2351.045143163266594-113.98160945176761,POINT (-113.98160945176761 51.045143163266594)
 Northbound Deerfoot Trail after 16 Avenue NE ,Multi-vehicle incident. Blocking the right lane,11/6/2025 18:32,11/6/2025 13:24,NE,-114.0271961,51.0747932,1,2025-11-06T18:32:1251.074793196832786-114.02719605756113,POINT (-114.02719605756113 51.074793196832786)
 69 Avenue and Ogden Road SE ,Traffic incident.,11/6/2025 18:02,11/6/2025 11:34,SE,-114.0016812,50.99105357,1,2025-11-06T18:02:2750.99105357236137-114.00168121850578,POINT (-114.00168121850578 50.99105357236137)
 Charleswood Drive and Brentwood Boulevard NW ,Traffic incident.,11/6/2025 17:36,11/6/2025 11:34,NW,-114.1228329,51.08512031,1,2025-11-06T17:36:0851.08512030912362-114.12283294522085,POINT (-114.12283294522085 51.08512030912362)
 Eastbound Glenmore Trail and Deerfoot Trail SE ,Traffic incident.,11/6/2025 17:19,11/6/2025 11:34,SW,-114.0354476,50.99314005,1,2025-11-06T17:19:1050.993140047399514-114.03544762104285,POINT (-114.03544762104285 50.993140047399514)
 Eastbound Richard Road approaching Crowchild Trail SW ,Single vehicle incident. Blocking the right lane,11/6/2025 16:14,11/6/2025 9:16,SW,-114.1205143,51.01372412,1,2025-11-06T16:14:2651.0137241246146-114.12051427239017,POINT (-114.12051427239017 51.0137241246146)
 University Drive and 16 Avenue NW ,Traffic incident.,11/6/2025 15:48,11/6/2025 9:16,NW,-114.1236804,51.06886408,1,2025-11-06T15:48:2851.06886408183169-114.1236803810024,POINT (-114.1236803810024 51.06886408183169)
 37 Street and Grey Eagle Drive SW ,Traffic incident.,11/6/2025 15:31,11/6/2025 9:16,SW,-114.1415742,51.00305012,1,2025-11-06T15:31:3551.00305011641427-114.14157415103746,POINT (-114.14157415103746 51.00305011641427)
 Southbound Deerfoot Trail after 16 Avenue NE ,Traffic incident. Blocking the right lane,11/6/2025 14:48,11/6/2025 9:16,NE,-114.0242737,51.05952627,1,2025-11-06T14:48:1851.0595262744803-114.02427373675958,POINT (-114.02427373675958 51.0595262744803)
 Northbound Stoney Trail and 96 Avenue NE ,Traffic incident.,11/6/2025 14:46,11/6/2025 7:49,NE,-113.9210129,51.13624435,1,2025-11-06T14:46:3951.13624434983348-113.92101291846306,POINT (-113.92101291846306 51.13624434983348)
 58 Avenue b/w Centre Street and 1A Street SW ,There is an incident involving a pedestrian- EMS Dispatched. The road is closed EB and WB,11/6/2025 4:49,11/5/2025 21:54,SW,-114.0651468,51.00139078,1,2025-11-06T04:49:1551.00139078380019-114.06514678530519,POINT (-114.06514678530519 51.00139078380019)
 58 Avenue b/w Centre Street and 1A Street SW ,There is an incident involving a pedestrian- EMS Dispatched. The road has reopened. The WB right lane remains blocked.,11/6/2025 4:49,11/5/2025 22:55,SW,-114.0650878,51.00137571,1,2025-11-06T04:49:1551.00137571381687-114.0650877802365,POINT (-114.0650877802365 51.00137571381687)
 Heritage Drive and Macleod Trail S ,Traffic incident. Blocking the WB to NB right turn lane,11/6/2025 4:42,11/5/2025 23:12,SE,-114.0710522,50.97978454,1,2025-11-06T04:42:1150.97978453752624-114.0710522231943,POINT (-114.0710522231943 50.97978453752624)
 5 Street and Glenmore Trail SW ,Traffic incident. Blocking multiple lanes,11/6/2025 4:01,11/5/2025 23:04,SW,-114.0770583,50.99460153,1,2025-11-06T04:01:3150.99460153448377-114.07705828310255,POINT (-114.07705828310255 50.99460153448377)
 Richardson Wy and Bishop Wy SW ,Traffic incident.,11/6/2025 3:34,11/5/2025 21:03,SW,-114.1293475,51.01492686,1,2025-11-06T03:34:1151.014926863434404-114.12934747132671,POINT (-114.12934747132671 51.014926863434404)
 Southbound Metis Trail and 88 Avenue NE ,Traffic incident. Blocking the left lane,11/6/2025 3:15,11/5/2025 21:22,NE,-113.9702606,51.13437889,1,2025-11-06T03:15:5751.1343788864084-113.97026061031407,POINT (-113.97026061031407 51.1343788864084)
 Martin Crossing Drive and Martin Crossing Manor NE ,Traffic incident.,11/6/2025 2:37,11/5/2025 20:20,NE,-113.9630021,51.11782083,1,2025-11-06T02:37:3751.11782083381693-113.96300213548038,POINT (-113.96300213548038 51.11782083381693)
 Northmount Drive and Northland Drive NW ,Traffic incident.,11/6/2025 2:20,11/5/2025 20:20,NW,-114.1414022,51.09602618,1,2025-11-06T02:20:1351.0960261776795-114.14140218022304,POINT (-114.14140218022304 51.0960261776795)
 Northbound Deerfoot Trail north of 212 Avenue SE ,Traffic incident.,11/6/2025 2:11,11/5/2025 19:51,SE,-113.961681,50.87087863,1,2025-11-06T02:11:1750.87087863191501-113.9616810372339,POINT (-113.9616810372339 50.87087863191501)
 90 Avenue west of Barlow Trail SE ,Traffic incident.,11/6/2025 2:01,11/5/2025 19:20,SE,-113.9830474,50.97242102,1,2025-11-06T02:01:1850.97242101907206-113.98304736989108,POINT (-113.98304736989108 50.97242101907206)
 Eastbound Glenmore Trail east of Blackfoot Trail SE ,Traffic incident. Blocking multiple lanes,11/6/2025 1:54,11/5/2025 19:44,NW,-114.0444119,50.99439628,1,2025-11-06T01:54:1450.99439627679811-114.04441194027461,POINT (-114.04441194027461 50.99439627679811)
 Westbound Blackfoot Trail approaching 19 Street SE ,Traffic incident.  Blocking the right lane,11/6/2025 1:11,11/5/2025 18:32,SE,-114.01561,51.0377576,1,2025-11-06T01:11:2651.0377575986124-114.0156100265952,POINT (-114.0156100265952 51.0377575986124)
 Nose Hill Drive and Tuscany Hl NW ,Single vehicle incident.,11/6/2025 0:59,11/5/2025 19:02,NW,-114.2448974,51.10730427,1,2025-11-06T00:59:5151.107304267866446-114.24489740213433,POINT (-114.24489740213433 51.107304267866446)
 Southbound Deerfoot Trail approaching 24 Street SE ,Traffic incident.,11/6/2025 0:53,11/5/2025 19:02,SE,-114.0157014,50.95188682,1,2025-11-06T00:53:3350.95188682231523-114.01570136650632,POINT (-114.01570136650632 50.95188682231523)
 Martindale Boulevard and Martinwood Wy NE ,There is an incident involving a pedestrian- EMS on site.,11/6/2025 0:41,11/5/2025 20:20,NE,-113.9496847,51.11414225,1,2025-11-06T00:41:0251.114142252228504-113.94968469669756,POINT (-113.94968469669756 51.114142252228504)
 Southbound Metis Trail and 88 Avenue NE ,Traffic incident.  Blocking the right lane,11/6/2025 0:31,11/5/2025 17:42,NE,-113.9703034,51.13298704,1,2025-11-06T00:31:3751.13298703806842-113.97030336760326,POINT (-113.97030336760326 51.13298703806842)
 194 Avenue and Chaparral Boulevard SE ,Traffic incident.,11/6/2025 0:11,11/5/2025 18:16,SE,-114.0251192,50.87779598,1,2025-11-06T00:11:5450.87779597701283-114.02511917471296,POINT (-114.02511917471296 50.87779597701283)
 32 Avenue and 48 Street NE ,Two vehicle incident. Blocking the right lane,11/5/2025 23:49,11/5/2025 17:15,NE,-113.9636751,51.0817686,1,2025-11-05T23:49:5451.08176859735876-113.96367513849697,POINT (-113.96367513849697 51.08176859735876)
 Northbound Crowchild Trail and Memorial Drive  ,Two vehicle incident. Blocking the right lane,11/5/2025 23:46,11/5/2025 16:47,NW,-114.1178258,51.0515029,1,2025-11-05T23:46:1751.051502901376985-114.11782578664203,POINT (-114.11782578664203 51.051502901376985)
 Eastbound 16 Avenue and Crowchild Trail NW ,Traffic incident.,11/5/2025 23:41,11/5/2025 17:03,NW,-114.1194395,51.06704403,1,2025-11-05T23:41:1751.067044031707425-114.11943951297819,POINT (-114.11943951297819 51.067044031707425)
 Cornerstone Street and Cornerstone Road NE ,Traffic incident.,11/5/2025 23:24,11/5/2025 17:00,NE,-113.9423586,51.1600542,1,2025-11-05T23:24:3051.16005419947581-113.94235859924763,POINT (-113.94235859924763 51.16005419947581)
 Northbound Deerfoot Trail and 64 Avenue NE ,Traffic incident.  Blocking the right lane,11/5/2025 23:20,11/5/2025 16:26,NE,-114.0466372,51.10989699,1,2025-11-05T23:20:5751.109896986593625-114.04663722777396,POINT (-114.04663722777396 51.109896986593625)
 11 Street and Aero Gate NE ,Traffic incident.,11/5/2025 23:18,11/5/2025 16:26,NE,-114.0391091,51.12060127,1,2025-11-05T23:18:2651.1206012659373-114.03910906567829,POINT (-114.03910906567829 51.1206012659373)
 14 Street and Stoney Trail NW ,Traffic incident. Blocking multiple lanes,11/5/2025 23:00,11/5/2025 16:47,NW,-114.0926706,51.1747812,1,2025-11-05T23:00:1751.17478120468599-114.09267056335857,POINT (-114.09267056335857 51.17478120468599)
 Westbound Glenmore Trail approaching Macleod Trail SE ,Two vehicle incident.  Blocking the left lane,11/5/2025 21:53,11/5/2025 14:58,SE,-114.072037,50.99442764,1,2025-11-05T21:53:5950.99442763900984-114.07203698686168,POINT (-114.07203698686168 50.99442763900984)
 Westbound Glenmore Trail approaching Crowchild Trail SW ,Traffic incident. Blocking the right lane,11/5/2025 21:24,11/5/2025 14:58,SW,-114.1228138,51.00131797,1,2025-11-05T21:24:0851.00131797011575-114.12281384635536,POINT (-114.12281384635536 51.00131797011575)
 15 Street and 120 Avenue NE ,Traffic incident.,11/5/2025 20:07,11/5/2025 13:49,NE,-114.0250281,51.16157291,1,2025-11-05T20:07:4951.16157291252656-114.02502807087875,POINT (-114.02502807087875 51.16157291252656)
 Eastbound 16 Avenue and 14 NW ,Multi-vehicle incident. Blocking the left lane,11/5/2025 19:52,11/5/2025 12:53,NW,-114.0929648,51.06683165,1,2025-11-05T19:52:0551.06683165447835-114.09296476518101,POINT (-114.09296476518101 51.06683165447835)
 17 Avenue and 29 Street SW ,Traffic incident.,11/5/2025 19:42,11/5/2025 13:49,SW,-114.1295463,51.03780506,1,2025-11-05T19:42:0951.03780506036834-114.12954632802116,POINT (-114.12954632802116 51.03780506036834)
 Northbound Beddington Trail after Country Hills Boulevard NW ,Traffic incident.,11/5/2025 18:08,11/5/2025 11:10,NW,-114.094455,51.14595269,1,2025-11-05T18:08:5051.14595269406525-114.09445503738945,POINT (-114.09445503738945 51.14595269406525)
 Northbound Beddington Trail after Country Hills Boulevard NW ,Traffic incident. Blocking the two right lanes,11/5/2025 18:08,11/5/2025 13:08,NW,-114.0947777,51.14613492,1,2025-11-05T18:08:5051.14613492154124-114.09477769068408,POINT (-114.09477769068408 51.14613492154124)
 Stoney Trail and Shaganappi Trail NW ,Traffic incident.,11/5/2025 14:23,11/5/2025 7:33,NW,-114.1395362,51.15195516,1,2025-11-05T14:23:0251.151955162271015-114.13953619051328,POINT (-114.13953619051328 51.151955162271015)
 Eastbound 16 Avenue and 14 Street NW ,Two vehicle incident. Blocking the left lane,11/5/2025 13:50,11/5/2025 7:33,NW,-114.0944304,51.06687345,1,2025-11-05T13:50:2951.06687345052158-114.09443039974605,POINT (-114.09443039974605 51.06687345052158)
 Westbound Mcknight Boulevard and Stoney Trail NE ,Traffic incident. Blocking the right lane,11/5/2025 13:46,11/5/2025 7:33,NE,-113.9214214,51.09661162,1,2025-11-05T13:46:4951.096611617678676-113.9214213880771,POINT (-113.9214213880771 51.096611617678676)
 88 Avenue and Savanna Street NE ,Traffic incident.,11/5/2025 13:37,11/5/2025 7:26,NE,-113.9524555,51.13256735,1,2025-11-05T13:37:4651.13256735318219-113.95245548585176,POINT (-113.95245548585176 51.13256735318219)
 Southbound Stoney Trail at Peigan Trail SE ,Single vehicle incident. Blocking the EB to SB merge lane,11/5/2025 11:16,11/5/2025 4:18,SE,-113.9221615,51.00991361,1,2025-11-05T11:16:1951.00991361372149-113.92216148477893,POINT (-113.92216148477893 51.00991361372149)
 Southbound Tsuutina Trail at 130 Avenue SW ,Traffic incident. Blocking the right lane,11/5/2025 9:06,11/5/2025 2:07,SW,-114.1420004,50.93657645,1,2025-11-05T09:06:1250.936576451843635-114.14200036581911,POINT (-114.14200036581911 50.936576451843635)
 68 Street and 8 Avenue NE ,Traffic incident.,11/5/2025 5:25,11/4/2025 22:35,NE,-113.9355518,51.05964506,1,2025-11-05T05:25:3451.05964506393239-113.93555175943683,POINT (-113.93555175943683 51.05964506393239)
 35 Street and 19 Avenue SE ,Traffic incident.,11/5/2025 2:57,11/4/2025 21:01,SE,-113.9830515,51.03611391,1,2025-11-05T02:57:0851.03611390655078-113.98305151409889,POINT (-113.98305151409889 51.03611390655078)
 Eastbound Glenmore Trail and  Crowchild Trail SW ,Traffic incident.,11/5/2025 1:28,11/4/2025 18:59,SW,-114.1228138,51.00131797,1,2025-11-05T01:28:2451.00131797011575-114.12281384635536,POINT (-114.12281384635536 51.00131797011575)
 Glenmore Trail and  Northbound Stoney Trail SE ,Two vehicle incident. Blocking the left lane,11/5/2025 1:22,11/4/2025 21:01,SE,-113.9307206,50.97969381,1,2025-11-05T01:22:3250.979693814766854-113.93072055567782,POINT (-113.93072055567782 50.979693814766854)
 Eastbound Mcknight Boulevard and Metis Trail NE ,Two vehicle incident. Blocking the left lane,11/5/2025 1:17,11/4/2025 20:58,NE,-113.9916619,51.09509798,1,2025-11-05T01:17:1051.09509797696441-113.99166186918617,POINT (-113.99166186918617 51.09509797696441)
 Abbeydale Drive and 68 Street SE ,Traffic incident.,11/5/2025 1:13,11/4/2025 18:31,SE,-113.9350314,51.05964505,1,2025-11-05T01:13:1351.05964504554284-113.93503136458634,POINT (-113.93503136458634 51.05964504554284)
 Westbound Stoney Trail and 52 Street SE ,Multi-vehicle incident. Blocking the right lane,11/5/2025 1:01,11/4/2025 19:58,SE,-113.9472441,50.90535028,1,2025-11-05T01:01:4850.90535028005744-113.94724407766306,POINT (-113.94724407766306 50.90535028005744)
 Edmonton Trail and 26 Avenue NE ,Traffic incident.,11/5/2025 0:54,11/4/2025 18:31,NE,-114.0557918,51.076055,1,2025-11-05T00:54:2451.07605499830836-114.05579181836941,POINT (-114.05579181836941 51.07605499830836)
 Southbound Macleod Trail approaching Lake Fraser Gate SE ,Two vehicle incident. Blocking the multiple lanes,11/5/2025 0:45,11/4/2025 18:31,SE,-114.070362,50.94787338,1,2025-11-05T00:45:0550.94787337869514-114.07036203302374,POINT (-114.07036203302374 50.94787337869514)
 32 Avenue and Edmonton Trail NE ,Traffic incident.,11/5/2025 0:30,11/4/2025 17:41,NE,-114.0546102,51.08150726,1,2025-11-05T00:30:2451.081507258873465-114.05461023753489,POINT (-114.05461023753489 51.081507258873465)
 Westbound Bow Trail and Crowchild Trail SW ,Traffic incident. Blocking the left lane,11/5/2025 0:06,11/4/2025 17:31,SW,-114.1112092,51.04373237,1,2025-11-05T00:06:0051.043732366058386-114.1112092469338,POINT (-114.1112092469338 51.043732366058386)
 Southbound Crowchild Trail approaching Glenmore Trail SW ,Traffic incident. Blocking the right lane,11/4/2025 22:59,11/4/2025 16:29,SW,-114.1228138,51.00131797,1,2025-11-04T22:59:1351.00131797011575-114.12281384635536,POINT (-114.12281384635536 51.00131797011575)
 Shannon Avenue and James Mckevitt Road SW ,There is an incident involving a pedestrian- EMS Dispatched.,11/4/2025 22:52,11/4/2025 16:29,SW,-114.099575,50.90889783,1,2025-11-04T22:52:1650.90889782927134-114.0995749572654,POINT (-114.0995749572654 50.90889782927134)
 Southbound 52 Street and 23 Avenue NE ,Traffic incident.  Blocking the right lane,11/4/2025 22:51,11/4/2025 16:10,NE,-113.9585038,51.07400141,1,2025-11-04T22:51:1651.07400140832587-113.95850377274031,POINT (-113.95850377274031 51.07400140832587)
 Auburn Bay Street and Auburn Bay Boulevard SE ,Traffic incident.,11/4/2025 22:46,11/4/2025 16:18,SE,-113.9671146,50.89040537,1,2025-11-04T22:46:4650.89040537432017-113.96711459831734,POINT (-113.96711459831734 50.89040537432017)
 Eastbound Bow Trail and 26 Street SW ,Traffic incident.,11/4/2025 22:37,11/4/2025 15:54,SW,-114.1236427,51.04150723,1,2025-11-04T22:37:1551.04150722937568-114.12364274980682,POINT (-114.12364274980682 51.04150722937568)
 Northbound Macleod Trail and 109 Avenue SE ,Traffic incident. Blocking multiple lanes,11/4/2025 22:20,11/4/2025 16:18,SE,-114.0718293,50.95556414,1,2025-11-04T22:20:4750.95556413615504-114.07182928769798,POINT (-114.07182928769798 50.95556413615504)
 Northbound 52 Street and 32 Avenue NE ,Traffic incident. Blocking the left lane,11/4/2025 22:15,11/4/2025 15:48,NE,-113.9583891,51.08043349,1,2025-11-04T22:15:1951.080433486409945-113.95838912664937,POINT (-113.95838912664937 51.080433486409945)
 Sarcee Trail and Citadel Boulevard NW ,Traffic incident.,11/4/2025 22:01,11/4/2025 15:54,NW,-114.1686424,51.14469909,1,2025-11-04T22:01:4951.144699086256026-114.16864237026871,POINT (-114.16864237026871 51.144699086256026)
 Northbound Deerfoot Trail approaching Country Hills Boulevard NE ,"There is an incident involving a pedestrian- EMS on site. Blocking the right lanes, delays in the area",11/4/2025 20:45,11/4/2025 17:41,NE,-114.0234458,51.15039481,1,2025-11-04T20:45:0551.150394810140334-114.02344577378676,POINT (-114.02344577378676 51.150394810140334)
 100 Street and 17 Avenue SE ,Traffic incident.,11/4/2025 20:09,11/4/2025 13:48,SE,-113.8886602,51.03783793,1,2025-11-04T20:09:5951.03783793475805-113.88866023751675,POINT (-113.88866023751675 51.03783793475805)
 Southbound 5 Street after 12 Avenue SW ,Two vehicle incident.  Blocking SB right lane,11/4/2025 18:56,11/4/2025 12:05,SW,-114.0741466,51.04173376,1,2025-11-04T18:56:4751.041733759241154-114.07414660973893,POINT (-114.07414660973893 51.041733759241154)
 32 Avenue and 68 Street NE ,Two vehicle incident. Blocking the EB right lane,11/4/2025 18:50,11/4/2025 11:58,NE,-113.9351308,51.08149446,1,2025-11-04T18:50:3151.081494464310055-113.93513078328152,POINT (-113.93513078328152 51.081494464310055)
 32 Avenue and 68 Street NE ,Two vehicle incident.  Blocking the EB and NB lanes,11/4/2025 18:50,11/4/2025 12:28,NE,-113.9349949,51.08149718,1,2025-11-04T18:50:3151.08149717564043-113.93499491071887,POINT (-113.93499491071887 51.08149717564043)
 Southbound Deerfoot Trail approaching Glenmore Trail SE ,Traffic incident.,11/4/2025 17:34,11/4/2025 10:36,SE,-114.0316419,51.00085008,1,2025-11-04T17:34:5451.000850080011176-114.03164194959801,POINT (-114.03164194959801 51.000850080011176)
 Southbound Stoney Trail approaching Crowchild Trail NW ,Traffic incident.,11/4/2025 15:31,11/4/2025 8:35,NW,-114.2122225,51.13898806,1,2025-11-04T15:31:4951.13898806235856-114.21222246766679,POINT (-114.21222246766679 51.13898806235856)
